    The terminal did not allow me to get all the data before here so here is the rest of the data
    I should have exported the results into a file but it took so long to run 
    
    5438662 |             41
    5438663 |             23
    5438664 |             19
    5438665 |             27
    5438666 |             40
    5438667 |             29
    5438668 |             36
    5438669 |             22
    5438670 |             45
    5438671 |             44
    5438672 |             30
    5438673 |             31
    5438674 |             41
    5438675 |             50
    5438676 |             38
    5438677 |             42
    5438678 |             25
    5438679 |             30
    5438680 |             18
    5438681 |             20
    5438682 |             32
    5438683 |             44
    5438684 |             35
    5438685 |             38
    5438686 |             23
    5438687 |             36
    5438688 |             33
    5438689 |             15
    5438690 |             41
    5438691 |             37
    5438692 |             31
    5438693 |             51
    5438694 |             38
    5438695 |             30
    5438696 |             36
    5438697 |             10
    5438698 |             40
    5438699 |             53
    5438700 |             29
    5438701 |             19
    5438702 |             38
    5438703 |             30
    5438704 |             26
    5438705 |             47
    5438706 |             36
    5438707 |             24
    5438708 |             43
    5438709 |             30
    5438710 |             33
    5438711 |             31
    5438712 |             31
    5438713 |             33
    5438714 |             37
    5438715 |             39
    5438716 |             21
    5438717 |             20
    5438718 |             47
    5438719 |             42
    5438720 |             46
    5438721 |             36
    5438722 |             40
    5438723 |             35
    5438724 |             31
    5438725 |             22
    5438726 |             40
    5438727 |             40
    5438728 |             50
    5438729 |             24
    5438730 |             39
    5438731 |             34
    5438732 |             32
    5438733 |             31
    5438734 |             42
    5438735 |             48
    5438736 |             29
    5438737 |             40
    5438738 |             32
    5438739 |             55
    5438740 |             49
    5438741 |             33
    5438742 |             51
    5438743 |             44
    5438744 |             39
    5438745 |             43
    5438746 |             30
    5438747 |             40
    5438748 |             35
    5438749 |             18
    5438750 |             31
    5438751 |             44
    5438752 |             49
    5438753 |             34
    5438754 |             36
    5438755 |             38
    5438756 |             34
    5438757 |             50
    5438758 |             45
    5438759 |             48
    5438760 |             26
    5438761 |             44
    5438762 |             34
    5438763 |             56
    5438764 |             38
    5438765 |             31
    5438766 |              8
    5438767 |             13
    5438768 |             46
    5438769 |             24
    5438770 |             41
    5438771 |             44
    5438772 |             16
    5438751 |             44
    5438752 |             49
    5438753 |             34
    5438754 |             36
    5438755 |             38
    5438756 |             34
    5438757 |             50
    5438758 |             45
    5438759 |             48
    5438760 |             26
    5438761 |             44
    5438762 |             34
    5438763 |             56
    5438764 |             38
    5438765 |             31
    5438766 |              8
    5438767 |             13
    5438768 |             46
    5438769 |             24
    5438770 |             41
    5438771 |             44
    5438772 |             16
    5438760 |             26
    5438761 |             44
    5438762 |             34
    5438763 |             56
    5438764 |             38
    5438765 |             31
    5438766 |              8
    5438767 |             13
    5438768 |             46
    5438769 |             24
    5438770 |             41
    5438771 |             44
    5438772 |             16
    5438765 |             31
    5438766 |              8
    5438767 |             13
    5438768 |             46
    5438769 |             24
    5438770 |             41
    5438771 |             44
    5438772 |             16
    5438769 |             24
    5438770 |             41
    5438771 |             44
    5438772 |             16
    5438771 |             44
    5438772 |             16
    5438772 |             16
    5438773 |             41
    5438774 |             31
    5438775 |             64
 It took 5438775 iterations to reacha full complete tour!
PS C:\Users\Michael Olaoye\Downloads\Fall 2024 School\Junior Rutare\KnightTour\KnightTour>























